[5.1290  Replica 0001]: received confirmation that key indexes up to 2 are replicated on 0003
[5.1291  Replica 0001]: highest: 2
[5.1291  Replica 0001]: received confirmation that key indexes up to 2 are replicated on 0000
[5.1291  Replica 0001]: highest: 2
[5.1291  Replica 0001]: received confirmation that key indexes up to 2 are replicated on 0002
[5.2322  Replica 0001]: executing PUT (mid: 056JP2GJF1A51HKF, key ZD5SXUGLQ06C5G3U5YEA9RAI73V4B2ZY)
[5.2322  Replica 0001]: sending updates to 0004, highest log index = 3, next index: 3
[5.2337  Replica 0001]: sending updates to 0003, highest log index = 3, next index: 3
[5.2337  Replica 0001]: sending updates to 0002, highest log index = 3, next index: 3
[5.2343  Replica 0001]: sending updates to 0000, highest log index = 3, next index: 3
[5.2348  Replica 0004]: committing key QRIFURXI618K239B89EKSXKBH08EAFJT, value a73dd548efe9f318f4430abb5bc80616 to state machine (mid=N4PMAV6HKNXGIGIQ)
[5.2348  Replica 0004]: received entries: 1
[5.2348  Replica 0004]: successfully added ZD5SXUGLQ06C5G3U5YEA9RAI73V4B2ZY to log, up to index 3)
[5.2356  Replica 0002]: committing key QRIFURXI618K239B89EKSXKBH08EAFJT, value a73dd548efe9f318f4430abb5bc80616 to state machine (mid=N4PMAV6HKNXGIGIQ)
[5.2357  Replica 0002]: received entries: 1
[5.2357  Replica 0002]: successfully added ZD5SXUGLQ06C5G3U5YEA9RAI73V4B2ZY to log, up to index 3)
[5.2361  Replica 0003]: committing key QRIFURXI618K239B89EKSXKBH08EAFJT, value a73dd548efe9f318f4430abb5bc80616 to state machine (mid=N4PMAV6HKNXGIGIQ)
[5.2361  Replica 0003]: received entries: 1
[5.2361  Replica 0003]: successfully added ZD5SXUGLQ06C5G3U5YEA9RAI73V4B2ZY to log, up to index 3)
[5.2364  Replica 0000]: committing key QRIFURXI618K239B89EKSXKBH08EAFJT, value a73dd548efe9f318f4430abb5bc80616 to state machine (mid=N4PMAV6HKNXGIGIQ)
[5.2365  Replica 0000]: received entries: 1
[5.2365  Replica 0000]: successfully added ZD5SXUGLQ06C5G3U5YEA9RAI73V4B2ZY to log, up to index 3)
[5.2365  Replica 0001]: highest: 2
[5.2365  Replica 0001]: received confirmation that key indexes up to 3 are replicated on 0004
[5.2366  Replica 0001]: highest: 3
[5.2366  Replica 0001]: committing key ZD5SXUGLQ06C5G3U5YEA9RAI73V4B2ZY, value a0a6b61bdc56cf6458e80f3d233749c3 to state machine (mid=056JP2GJF1A51HKF)
[5.2366  Replica 0001]: completed PUT (mid: 056JP2GJF1A51HKF)
[5.2366  Replica 0001]: received confirmation that key indexes up to 3 are replicated on 0002
[5.2366  Replica 0001]: highest: 3
[5.2366  Replica 0001]: received confirmation that key indexes up to 3 are replicated on 0003
[5.2366  Replica 0001]: highest: 3
[5.2366  Replica 0001]: received confirmation that key indexes up to 3 are replicated on 0000
[5.3399  Replica 0001]: executing PUT (mid: 8H1TFSUFWOQ641AN, key NQCK0T63ST24SR7O08MKT1R475SI89SQ)
[5.3400  Replica 0001]: sending updates to 0004, highest log index = 4, next index: 4
[5.3400  Replica 0001]: sending updates to 0003, highest log index = 4, next index: 4
[5.3400  Replica 0001]: sending updates to 0002, highest log index = 4, next index: 4
[5.3416  Replica 0004]: committing key ZD5SXUGLQ06C5G3U5YEA9RAI73V4B2ZY, value a0a6b61bdc56cf6458e80f3d233749c3 to state machine (mid=056JP2GJF1A51HKF)
[5.3417  Replica 0004]: received entries: 1
[5.3417  Replica 0004]: successfully added NQCK0T63ST24SR7O08MKT1R475SI89SQ to log, up to index 4)
[5.3421  Replica 0001]: sending updates to 0000, highest log index = 4, next index: 4
[5.3422  Replica 0001]: executing PUT (mid: 8BXL52M5HBGSLWC3, key PQJQCGH3EYXD144LMS55R7FWF9XT0PYM)
[5.3422  Replica 0001]: sending updates to 0004, highest log index = 5, next index: 4
[5.3422  Replica 0001]: sending updates to 0003, highest log index = 5, next index: 4
[5.3422  Replica 0001]: sending updates to 0002, highest log index = 5, next index: 4
[5.3426  Replica 0002]: committing key ZD5SXUGLQ06C5G3U5YEA9RAI73V4B2ZY, value a0a6b61bdc56cf6458e80f3d233749c3 to state machine (mid=056JP2GJF1A51HKF)
[5.3427  Replica 0002]: received entries: 1
[5.3427  Replica 0002]: successfully added NQCK0T63ST24SR7O08MKT1R475SI89SQ to log, up to index 4)
[5.3431  Replica 0003]: committing key ZD5SXUGLQ06C5G3U5YEA9RAI73V4B2ZY, value a0a6b61bdc56cf6458e80f3d233749c3 to state machine (mid=056JP2GJF1A51HKF)
[5.3431  Replica 0003]: received entries: 1
